timestamp,open,high,low,close,volume
2025-12-25T00:00:00Z,3937.720,3964.070,3936.080,3959.620,469313093
2025-12-26T00:00:00Z,3957.830,3977.710,3945.520,3963.680,555489592
2025-12-29T00:00:00Z,3964.650,3983.980,3956.950,3965.280,563687197
2025-12-30T00:00:00Z,3947.870,3979.990,3947.420,3965.120,525932588
2025-12-31T00:00:00Z,3968.730,3977.540,3955.490,3968.840,490751490
2026-01-05T00:00:00Z,3986.970,4025.260,3983.580,4023.420,596950455
2026-01-06T00:00:00Z,4026.020,4083.670,4025.090,4083.670,702472270
2026-01-07T00:00:00Z,4083.840,4098.780,4069.440,4085.770,683384352
2026-01-08T00:00:00Z,4077.720,4093.870,4067.120,4082.980,666131337
2026-01-09T00:00:00Z,4086.760,4121.720,4083.620,4120.430,729837985
2026-01-12T00:00:00Z,4134.890,4168.360,4119.880,4165.290,839456089
2026-01-13T00:00:00Z,4169.700,4179.700,4126.230,4138.760,868382717
2026-01-14T00:00:00Z,4138.650,4190.870,4103.620,4126.090,952551289
2026-01-15T00:00:00Z,4106.220,4133.070,4096.850,4112.600,680250791
2026-01-16T00:00:00Z,4127.060,4140.230,4091.810,4101.910,763588465
2026-01-19T00:00:00Z,4090.720,4126.520,4090.060,4114.000,688905870
2026-01-20T00:00:00Z,4116.370,4128.930,4080.290,4113.650,734362496
2026-01-21T00:00:00Z,4103.530,4135.960,4103.530,4116.940,666989507
2026-01-22T00:00:00Z,4126.070,4140.840,4109.920,4122.580,709695409
2026-01-23T00:00:00Z,4130.110,4143.750,4120.200,4136.160,782115454
2026-01-26T00:00:00Z,4144.780,4160.990,4124.700,4132.610,887439731
2026-01-27T00:00:00Z,4125.220,4158.800,4101.830,4139.900,754990869
2026-01-28T00:00:00Z,4150.220,4170.150,4138.020,4151.240,823026748
2026-01-29T00:00:00Z,4155.920,4170.210,4138.300,4157.980,905908371
2026-01-30T00:00:00Z,4131.990,4152.850,4064.780,4117.950,804342746
2026-02-02T00:00:00Z,4079.710,4103.410,4013.660,4015.750,732953698
2026-02-03T00:00:00Z,4043.910,4069.420,4002.780,4067.740,637684249
2026-02-04T00:00:00Z,4064.680,4104.620,4062.680,4102.200,674254244
2026-02-05T00:00:00Z,4075.030,4088.900,4048.940,4075.920,596722236
2026-02-06T00:00:00Z,4040.300,4095.030,4029.970,4065.580,556709801
2026-02-09T00:00:00Z,4103.540,4123.160,4093.060,4123.090,572632582
2026-02-10T00:00:00Z,4127.770,4134.340,4117.560,4128.370,524620969
2026-02-11T00:00:00Z,4124.430,4142.560,4122.430,4131.980,500685278
2026-02-12T00:00:00Z,4136.990,4140.590,4124.130,4134.020,529370116
2026-02-13T00:00:00Z,4115.920,4123.840,4079.770,4082.070,500799472
2026-02-24T00:00:00Z,4129.130,4131.550,4105.940,4117.410,566322249
2026-02-25T00:00:00Z,4123.780,4167.840,4122.700,4147.230,724787214
2026-02-26T00:00:00Z,4151.070,4152.190,4127.150,4146.630,651702826
2026-02-27T00:00:00Z,4128.900,4166.230,4128.360,4162.880,682047646
2026-03-02T00:00:00Z,4151.800,4188.770,4131.370,4182.590,861579218
2026-03-03T00:00:00Z,4189.410,4197.230,4116.010,4122.680,921139170
2026-03-04T00:00:00Z,4087.630,4106.040,4055.410,4082.470,765169531
2026-03-05T00:00:00Z,4109.780,4125.620,4090.620,4108.570,689746535
2026-03-06T00:00:00Z,4085.900,4129.460,4085.900,4124.190,646765760
2026-03-09T00:00:00Z,4098.700,4106.530,4052.550,4096.600,797803556
2026-03-10T00:00:00Z,4098.590,4123.960,4098.590,4123.140,674922194
2026-03-11T00:00:00Z,4123.670,4135.840,4112.800,4133.430,707727169
2026-03-12T00:00:00Z,4133.200,4141.650,4103.160,4129.100,786151182
2026-03-13T00:00:00Z,4117.570,4134.080,4086.850,4095.450,792054764
2026-03-16T00:00:00Z,4092.250,4096.130,4048.090,4084.790,732227098
2026-03-17T00:00:00Z,4086.300,4108.400,4049.580,4049.910,678771224
2026-03-18T00:00:00Z,4053.310,4065.370,4023.030,4062.980,623873102
2026-03-19T00:00:00Z,4028.540,4042.020,3994.170,4006.550,667255422
2026-03-20T00:00:00Z,4004.570,4022.700,3955.710,3957.050,666798387
2026-03-23T00:00:00Z,3904.950,3906.620,3794.680,3813.280,804738850
2026-03-24T00:00:00Z,3849.630,3881.420,3807.990,3881.280,680622039
2026-03-25T00:00:00Z,3892.270,3933.060,3891.820,3931.840,688343626
2026-03-26T00:00:00Z,3924.960,3937.100,3880.570,3889.080,615973981
2026-03-27T00:00:00Z,3852.090,3924.110,3852.090,3913.720,561342963
2026-03-30T00:00:00Z,3884.280,3924.290,3872.780,3923.290,595589479
2026-03-31T00:00:00Z,3924.070,3948.810,3891.860,3891.860,606704983
2026-04-01T00:00:00Z,3939.570,3955.940,3929.920,3948.550,564611598
2026-04-02T00:00:00Z,3940.800,3952.580,3900.120,3919.290,544212835
2026-04-03T00:00:00Z,3927.590,3929.530,3871.300,3880.100,492699082
2026-04-07T00:00:00Z,3884.150,3902.610,3875.680,3890.160,473615076
2026-04-08T00:00:00Z,3930.250,3995.000,3926.250,3995.000,644135352
2026-04-09T00:00:00Z,3967.630,3979.130,3955.250,3966.170,541569801
2026-04-10T00:00:00Z,3985.460,4011.020,3979.810,3986.220,546415541
2026-04-13T00:00:00Z,3971.200,3991.260,3966.200,3988.560,545781768
2026-04-14T00:00:00Z,4006.730,4026.630,3992.410,4026.630,570259003
2026-04-15T00:00:00Z,4039.470,4050.620,4020.900,4027.210,569458589
2026-04-16T00:00:00Z,4030.140,4057.830,4028.910,4055.550,545876967
2026-04-17T00:00:00Z,4043.380,4058.600,4038.430,4051.430,548791406
2026-04-20T00:00:00Z,4053.370,4083.190,4051.690,4082.130,589841379
2026-04-21T00:00:00Z,4075.850,4086.640,4062.130,4085.080,576689450
2026-04-22T00:00:00Z,4074.810,4106.840,4074.680,4106.260,582466346
2026-04-23T00:00:00Z,4110.790,4114.840,4070.460,4093.250,671166092
2026-04-24T00:00:00Z,4081.030,4092.610,4061.150,4079.900,605031798
2026-04-27T00:00:00Z,4074.810,4092.830,4071.080,4086.340,589950867
2026-04-28T00:00:00Z,4076.140,4090.200,4062.870,4078.640,600507498
2026-04-29T00:00:00Z,4061.820,4112.150,4061.820,4107.510,614221451
2026-04-30T00:00:00Z,4107.300,4118.760,4100.970,4112.160,656912728
2026-05-06T00:00:00Z,4135.450,4166.150,4129.910,4160.170,701177480
2026-05-07T00:00:00Z,4168.450,4180.210,4163.140,4180.090,685574249
2026-05-08T00:00:00Z,4163.850,4183.060,4154.250,4179.950,697019094
2026-05-11T00:00:00Z,4201.350,4229.580,4186.080,4225.020,762736287
2026-05-12T00:00:00Z,4229.280,4230.180,4199.340,4214.490,718984002
2026-05-13T00:00:00Z,4192.310,4245.070,4192.310,4242.570,705018739
2026-05-14T00:00:00Z,4256.160,4258.860,4177.920,4177.920,764235004
2026-05-15T00:00:00Z,4174.180,4191.810,4114.090,4135.390,733162357
2026-05-18T00:00:00Z,4120.140,4145.660,4108.600,4131.530,627233137
2026-05-19T00:00:00Z,4122.960,4170.290,4107.990,4169.540,617611067
2026-05-20T00:00:00Z,4152.700,4169.850,4139.970,4162.180,624152035
2026-05-21T00:00:00Z,4174.380,4199.530,4074.220,4077.280,727218701
2026-05-22T00:00:00Z,4096.170,4120.090,4067.750,4112.900,589459644
2026-05-25T00:00:00Z,4126.340,4153.880,4119.800,4152.570,615930861
2026-05-26T00:00:00Z,4137.320,4150.290,4104.460,4145.370,654777756
2026-05-27T00:00:00Z,4138.810,4153.560,4077.620,4093.730,660467399
2026-05-28T00:00:00Z,4080.300,4110.780,4055.830,4098.640,621179950
2026-05-29T00:00:00Z,4110.520,4112.960,4055.890,4068.570,731597710
